age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
43, Private,203554, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States
64, ?,192715, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,1672,10, United-States
33, Self-emp-inc,291333, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States
49, Self-emp-not-inc,39140, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States
41, Private,266439, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
55, Self-emp-not-inc,126840, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
52, Private,166419, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States
42, Private,287129, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States
24, Private,206827, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States
42, Private,173888, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,52, United-States
41, State-gov,253250, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States
35, Private,337239, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
71, ?,113445, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States
54, Federal-gov,201127, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States
24, Private,403107, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico
59, ?,179078, HS-grad,9, Widowed, ?, Unmarried, Black, Female,0,0,40, United-States
30, ?,126402, 11th,7, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States
57, Federal-gov,223892, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
58, State-gov,191318, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States
32, Private,394708, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States
22, Private,119474, HS-grad,9, Never-married, Sales, Own-child, White, Female,1055,0,25, United-States
20, Private,419984, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States
60, ?,164730, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
51, Private,190678, HS-grad,9, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, ?
26, Local-gov,197897, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, England
33, Private,286675, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
19, Private,191986, 10th,6, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States
50, Self-emp-not-inc,90525, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,15024,0,20, United-States
32, Private,56150, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
51, Local-gov,248327, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
18, Private,90860, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States
35, Federal-gov,104858, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
22, ?,228686, Some-college,10, Divorced, ?, Own-child, White, Male,0,1602,25, United-States
46, Private,196707, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,55, United-States
37, Private,29430, HS-grad,9, Divorced, Sales, Unmarried, White, Male,0,0,45, United-States
45, Private,54038, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1902,20, United-States
63, Private,281025, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,32, United-States
53, Private,258832, HS-grad,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,10, Philippines
24, Private,131220, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States
65, ?,190454, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,29, United-States
43, Private,315971, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, ?
47, Private,265097, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
41, Private,185057, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
27, Private,169557, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,6849,0,40, United-States
35, Self-emp-inc,333636, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,75, United-States
19, Private,181652, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States
47, Private,34307, Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States
25, Federal-gov,198813, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,0,1590,40, United-States
59, Local-gov,240030, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
28, Private,226089, 10th,6, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States
17, Private,190941, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
21, Private,160261, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,2463,0,50, England
31, Private,208458, HS-grad,9, Divorced, Sales, Unmarried, Other, Female,0,0,40, Mexico
49, Private,112761, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States
48, Local-gov,67716, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States
60, Self-emp-not-inc,121076, Doctorate,16, Divorced, Sales, Not-in-family, White, Male,0,0,20, United-States
33, Self-emp-not-inc,182556, 12th,8, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
40, Private,231348, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
42, Private,55395, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States
34, Private,344073, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,40, United-States
38, Federal-gov,318912, Assoc-voc,11, Divorced, Adm-clerical, Own-child, Black, Male,0,0,52, United-States
58, Self-emp-not-inc,237546, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States
20, Private,346341, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, ?
52, Private,305090, Some-college,10, Separated, Sales, Other-relative, White, Female,0,0,55, United-States
22, Local-gov,198478, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
24, Private,321435, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States
39, Private,259716, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico
41, Private,191547, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,55, United-States
37, ?,171482, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States
56, Private,225927, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,2580,0,40, United-States
21, Private,256504, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States
29, Private,168526, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,25, United-States
45, Private,44489, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Male,0,0,10, United-States
44, Local-gov,159449, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,80, United-States
54, Private,387540, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
24, Private,314819, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,2174,0,40, United-States
40, Private,34722, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
43, State-gov,125831, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,99999,0,60, United-States
20, ?,239805, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,16, United-States
41, Self-emp-not-inc,264663, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
32, Private,294121, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
31, Private,83912, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,25, Mexico
26, Private,241626, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
50, State-gov,137815, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
62, Self-emp-inc,153891, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,3137,0,40, United-States
24, Private,83774, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,2885,0,45, United-States
58, Private,199067, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States
44, Self-emp-inc,57233, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
44, Private,211517, 12th,8, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States
37, Self-emp-inc,132879, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
65, Self-emp-not-inc,72776, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,2964,0,40, United-States
33, Private,54318, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
34, ?,143582, HS-grad,9, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,37, Taiwan
56, Self-emp-not-inc,174564, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
35, Private,179579, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,48, United-States
33, Private,187618, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,1741,40, United-States
35, Private,186819, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States
47, Self-emp-not-inc,60087, Some-college,10, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States
35, Self-emp-not-inc,28987, 9th,5, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,96, United-States
56, Private,187355, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States
29, Self-emp-inc,218555, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States
53, Self-emp-inc,94214, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,50, Thailand
42, Private,204729, Assoc-voc,11, Separated, Sales, Unmarried, Black, Female,0,0,25, United-States
20, ?,281668, Some-college,10, Never-married, ?, Other-relative, Black, Female,0,0,40, United-States
24, Private,236696, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, Taiwan
33, Private,179747, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
42, Private,187322, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
38, State-gov,116975, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,50, United-States
32, Private,205950, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
20, Self-emp-not-inc,190968, 7th-8th,4, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States
32, Private,160458, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
28, Local-gov,190911, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
51, Private,85382, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States
41, Local-gov,129793, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States
37, Local-gov,270181, Assoc-acdm,12, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,50, United-States
23, Private,243723, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States
40, Private,168113, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
47, Private,652784, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
46, Self-emp-not-inc,315984, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
24, Private,311311, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States
40, Private,111336, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,28, United-States
30, Self-emp-not-inc,100252, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,60, South
41, State-gov,186990, Prof-school,15, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,52, United-States
37, State-gov,241633, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,45, United-States
49, Federal-gov,252616, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines
41, Federal-gov,46366, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,50, United-States
52, Local-gov,266138, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States
23, Private,32732, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
34, Private,361978, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Female,1471,0,40, United-States
25, State-gov,77661, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,2444,40, United-States
44, Self-emp-inc,60087, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
31, Local-gov,197550, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Male,0,0,33, United-States
53, Private,170701, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
62, Private,159822, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
35, Private,211494, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1876,55, United-States
30, Federal-gov,340899, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
48, State-gov,224752, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
36, Private,102568, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
32, Private,220690, 11th,7, Divorced, Other-service, Not-in-family, White, Male,0,0,33, United-States
22, Private,303170, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Female,0,0,28, United-States
17, ?,143331, 11th,7, Never-married, ?, Own-child, White, Male,0,0,40, United-States
19, Private,192162, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
26, Private,201635, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
20, ?,55263, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
56, State-gov,133728, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States
45, Private,347025, 7th-8th,4, Widowed, Other-service, Unmarried, White, Female,0,0,21, United-States
23, Private,110998, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines
31, Private,122347, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
30, Private,127875, 11th,7, Never-married, Sales, Unmarried, White, Female,0,0,8, United-States
42, Private,167534, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,35, United-States
27, State-gov,152560, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
37, Private,265144, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
31, Private,302679, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States
33, Private,290763, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
64, Private,86837, Preschool,1, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines
32, Private,147118, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
62, ?,103575, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,5178,0,40, United-States
37, Private,169469, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
25, Private,189334, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
49, Private,139571, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064,0,40, United-States
36, Private,111545, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States
67, Private,72776, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,10566,0,15, United-States
54, Private,307973, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
45, Local-gov,211666, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
30, Private,143766, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
39, State-gov,112812, HS-grad,9, Married-civ-spouse, Protective-serv, Other-relative, White, Female,0,0,40, United-States
57, Private,43290, 10th,6, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States
57, Private,111385, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
23, Self-emp-not-inc,145744, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
49, Local-gov,126754, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, Italy
46, State-gov,54260, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States
41, State-gov,34895, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,43, United-States
44, Private,166740, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
25, Private,143062, Bachelors,13, Never-married, Other-service, Own-child, White, Female,2463,0,30, United-States
34, Local-gov,191957, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States
24, Private,109456, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,25, United-States
32, Private,198183, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States
27, Local-gov,157449, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States
67, Private,53874, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Cuba
36, Private,191754, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
40, Private,320071, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,1408,48, United-States
24, Private,164574, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
46, Private,185870, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States
44, State-gov,165745, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States
23, Self-emp-not-inc,40323, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
46, Private,199378, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,90, United-States
31, Private,289889, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
21, Local-gov,152200, Some-college,10, Married-civ-spouse, Protective-serv, Own-child, Black, Male,0,0,40, United-States
61, Private,198231, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
71, Self-emp-not-inc,28865, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States
42, Private,26915, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
27, ?,108926, Some-college,10, Married-civ-spouse, ?, Husband, Black, Male,0,0,5, United-States
21, State-gov,204034, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,16, United-States
21, Private,243368, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, Mexico
28, Local-gov,191088, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,2354,0,60, United-States
27, Local-gov,194515, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, Black, Female,0,0,37, United-States
32, Private,28984, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,2001,25, United-States
47, Private,125892, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
22, Private,37932, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, England
56, Private,249751, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
20, Private,191948, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,40, United-States
30, Private,97306, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States
22, Private,176178, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States
28, Private,142764, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,45, United-States
50, Private,148431, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
66, State-gov,148380, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,1424,0,10, United-States
38, Private,314890, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,46, United-States
62, Private,177493, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States
36, Federal-gov,327435, Masters,14, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
47, Private,275967, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States
25, Private,176520, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
26, Private,186463, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
37, Private,50380, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
70, Self-emp-not-inc,323987, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, United-States
52, Private,192445, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
70, Private,142851, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,18, United-States
19, State-gov,42750, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States
23, Private,199011, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,3, United-States
37, Private,98644, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, ?
37, Private,173963, 11th,7, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States
45, State-gov,284763, Some-college,10, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States
29, Private,108775, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
56, Self-emp-not-inc,233312, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Poland
50, Private,197826, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
20, Private,123007, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,2001,30, United-States
26, Private,264012, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
41, Self-emp-inc,214247, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,60, United-States
21, Private,200121, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
48, Self-emp-not-inc,138069, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2042,50, United-States
22, Private,33551, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
37, State-gov,89083, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States
47, Private,369438, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, United-States
61, Private,93997, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States
47, Local-gov,169699, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
37, Private,115429, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States
46, State-gov,96652, Assoc-voc,11, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
42, Self-emp-not-inc,103759, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
41, Private,54422, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
33, Local-gov,107215, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
24, Private,194630, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States
27, Private,102142, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
40, Federal-gov,134638, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,39, United-States
56, Private,46920, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
35, Federal-gov,207973, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, Canada
24, Private,208946, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
73, Self-emp-not-inc,252431, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,1, United-States
36, Private,251730, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
31, Private,301251, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
50, ?,137632, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,45, Haiti
36, Private,197274, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States
37, Private,106043, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States
26, Private,195636, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States
20, Private,237956, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Cuba
58, Private,31532, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
45, State-gov,276157, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
33, ?,207668, Bachelors,13, Never-married, ?, Own-child, White, Male,0,0,40, United-States
31, Private,142921, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States
44, Private,217039, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States
19, Local-gov,259169, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States
54, Private,409173, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, Puerto-Rico
31, State-gov,73161, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,40, United-States
27, Private,241431, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States
36, Private,151764, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5178,0,40, United-States
47, Federal-gov,131726, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,1876,40, United-States
35, Private,334291, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
